# X , Y , E Distribution=true
40971
6.575,-nan(ind),-nan(ind)
6.625,-nan(ind),-nan(ind)
6.675,-nan(ind),-nan(ind)
6.725,-nan(ind),-nan(ind)
6.775,-nan(ind),-nan(ind)
6.825,1,1.41422
6.875,-nan(ind),-nan(ind)
6.925,1,1.41422
6.975,-nan(ind),-nan(ind)
7.025,-nan(ind),-nan(ind)
7.075,-nan(ind),-nan(ind)
7.125,-nan(ind),-nan(ind)
7.175,-nan(ind),-nan(ind)
7.225,-nan(ind),-nan(ind)
7.275,-nan(ind),-nan(ind)
7.325,-nan(ind),-nan(ind)
7.375,-nan(ind),-nan(ind)
7.425,-nan(ind),-nan(ind)
7.475,-nan(ind),-nan(ind)
7.525,-nan(ind),-nan(ind)
7.575,-1,1.41422
7.625,-nan(ind),-nan(ind)
7.675,-nan(ind),-nan(ind)
7.725,-nan(ind),-nan(ind)
7.775,-nan(ind),-nan(ind)
7.825,-nan(ind),-nan(ind)
7.875,-nan(ind),-nan(ind)
7.925,-nan(ind),-nan(ind)
7.975,-nan(ind),-nan(ind)
8.025,-nan(ind),-nan(ind)
8.075,-nan(ind),-nan(ind)
8.125,-nan(ind),-nan(ind)
8.175,-nan(ind),-nan(ind)
8.225,-nan(ind),-nan(ind)
8.275,-nan(ind),-nan(ind)
8.325,-nan(ind),-nan(ind)
8.375,-1,1.41422
8.425,-nan(ind),-nan(ind)
8.475,1,1.41422
8.525,-nan(ind),-nan(ind)
8.575,-nan(ind),-nan(ind)
8.625,-nan(ind),-nan(ind)
8.675,-nan(ind),-nan(ind)
8.725,-nan(ind),-nan(ind)
8.775,-nan(ind),-nan(ind)
8.825,-nan(ind),-nan(ind)
8.875,1,1.41422
8.925,-nan(ind),-nan(ind)
8.975,-nan(ind),-nan(ind)
9.025,-nan(ind),-nan(ind)
9.075,-nan(ind),-nan(ind)
9.125,-nan(ind),-nan(ind)
9.175,-nan(ind),-nan(ind)
9.225,-nan(ind),-nan(ind)
9.275,-nan(ind),-nan(ind)
9.325,-nan(ind),-nan(ind)
9.375,-nan(ind),-nan(ind)
9.425,-nan(ind),-nan(ind)
9.475,-1,1.41422
9.525,-nan(ind),-nan(ind)
9.575,-nan(ind),-nan(ind)
9.625,-nan(ind),-nan(ind)
9.675,-nan(ind),-nan(ind)
9.725,-nan(ind),-nan(ind)
9.775,-nan(ind),-nan(ind)
9.825,-nan(ind),-nan(ind)
9.875,-nan(ind),-nan(ind)
9.925,-nan(ind),-nan(ind)
9.975,-1,1.41422
10.025,-nan(ind),-nan(ind)
10.075,-nan(ind),-nan(ind)
10.125,-nan(ind),-nan(ind)
10.175,-nan(ind),-nan(ind)
10.225,-nan(ind),-nan(ind)
10.275,-nan(ind),-nan(ind)
10.325,-nan(ind),-nan(ind)
10.375,-nan(ind),-nan(ind)
10.425,-nan(ind),-nan(ind)
10.475,-nan(ind),-nan(ind)
10.525,-nan(ind),-nan(ind)
10.575,-nan(ind),-nan(ind)
10.625,-nan(ind),-nan(ind)
10.675,-nan(ind),-nan(ind)
10.725,-nan(ind),-nan(ind)
10.775,-nan(ind),-nan(ind)
10.825,-nan(ind),-nan(ind)
10.875,-nan(ind),-nan(ind)
10.925,-nan(ind),-nan(ind)
10.975,-nan(ind),-nan(ind)
11.025,-nan(ind),-nan(ind)
11.075,-nan(ind),-nan(ind)
11.125,-nan(ind),-nan(ind)
11.175,-nan(ind),-nan(ind)
11.225,-nan(ind),-nan(ind)
11.275,-nan(ind),-nan(ind)
11.325,-nan(ind),-nan(ind)
11.375,-1,1.41423
11.425,-nan(ind),-nan(ind)
11.475,-nan(ind),-nan(ind)
11.525,-nan(ind),-nan(ind)
11.575,-nan(ind),-nan(ind)
11.625,-1,1.41423
11.675,-nan(ind),-nan(ind)
11.725,-nan(ind),-nan(ind)
11.775,-nan(ind),-nan(ind)
11.825,-nan(ind),-nan(ind)
11.875,-nan(ind),-nan(ind)
11.925,-nan(ind),-nan(ind)
11.975,-nan(ind),-nan(ind)
12.025,-nan(ind),-nan(ind)
12.075,-nan(ind),-nan(ind)
12.125,-1,1.41424
12.175,-nan(ind),-nan(ind)
12.225,-nan(ind),-nan(ind)
12.275,-nan(ind),-nan(ind)
12.325,-nan(ind),-nan(ind)
12.375,-nan(ind),-nan(ind)
12.425,-nan(ind),-nan(ind)
12.475,-nan(ind),-nan(ind)
12.525,-nan(ind),-nan(ind)
12.575,-nan(ind),-nan(ind)
12.625,-nan(ind),-nan(ind)
12.675,-nan(ind),-nan(ind)
12.725,-nan(ind),-nan(ind)
12.775,-nan(ind),-nan(ind)
12.825,-nan(ind),-nan(ind)
12.875,-nan(ind),-nan(ind)
12.925,-nan(ind),-nan(ind)
12.975,-nan(ind),-nan(ind)
13.025,-nan(ind),-nan(ind)
13.075,-nan(ind),-nan(ind)
13.125,-nan(ind),-nan(ind)
13.175,-nan(ind),-nan(ind)
13.225,-nan(ind),-nan(ind)
13.275,-nan(ind),-nan(ind)
40972
2.525,-nan(ind),-nan(ind)
2.575,-nan(ind),-nan(ind)
2.625,-1,1.41421
2.675,-nan(ind),-nan(ind)
2.725,-1,1.41421
2.775,-1,1.41421
2.825,-nan(ind),-nan(ind)
2.875,-nan(ind),-nan(ind)
2.925,-nan(ind),-nan(ind)
2.975,-nan(ind),-nan(ind)
3.025,-nan(ind),-nan(ind)
3.075,-nan(ind),-nan(ind)
3.125,1,1.41421
3.175,1,1.41421
3.225,-nan(ind),-nan(ind)
3.275,0.00283765,0.707113
3.325,1,1.41421
3.375,1,1
3.425,-nan(ind),-nan(ind)
3.475,-nan(ind),-nan(ind)
3.525,-nan(ind),-nan(ind)
3.575,1,1.41421
3.625,0.00441626,0.707121
3.675,-nan(ind),-nan(ind)
3.725,1,1
3.775,1,1.41421
3.825,1,1.41421
3.875,-nan(ind),-nan(ind)
3.925,-nan(ind),-nan(ind)
3.975,-nan(ind),-nan(ind)
4.025,-nan(ind),-nan(ind)
4.075,1,0.816498
4.125,-nan(ind),-nan(ind)
4.175,1,1.41421
4.225,-nan(ind),-nan(ind)
4.275,-1,1
4.325,-nan(ind),-nan(ind)
4.375,-nan(ind),-nan(ind)
4.425,-1,1.41421
4.475,-nan(ind),-nan(ind)
4.525,-nan(ind),-nan(ind)
4.575,-nan(ind),-nan(ind)
4.625,-nan(ind),-nan(ind)
4.675,-nan(ind),-nan(ind)
4.725,-nan(ind),-nan(ind)
4.775,-1,1.41421
4.825,-nan(ind),-nan(ind)
4.875,-nan(ind),-nan(ind)
4.925,1,1.41421
4.975,-nan(ind),-nan(ind)
5.025,-nan(ind),-nan(ind)
5.075,-1,1.41421
5.125,-nan(ind),-nan(ind)
5.175,-nan(ind),-nan(ind)
5.225,-nan(ind),-nan(ind)
5.275,-nan(ind),-nan(ind)
5.325,-nan(ind),-nan(ind)
5.375,-nan(ind),-nan(ind)
5.425,-nan(ind),-nan(ind)
5.475,-nan(ind),-nan(ind)
5.525,-nan(ind),-nan(ind)
5.575,-nan(ind),-nan(ind)
5.625,-1,1.41422
5.675,-nan(ind),-nan(ind)
5.725,-nan(ind),-nan(ind)
5.775,-nan(ind),-nan(ind)
5.825,-nan(ind),-nan(ind)
5.875,-nan(ind),-nan(ind)
5.925,-nan(ind),-nan(ind)
5.975,-nan(ind),-nan(ind)
6.025,-nan(ind),-nan(ind)
6.075,-nan(ind),-nan(ind)
6.125,-nan(ind),-nan(ind)
6.175,-nan(ind),-nan(ind)
6.225,-nan(ind),-nan(ind)
6.275,-nan(ind),-nan(ind)
6.325,-nan(ind),-nan(ind)
6.375,-nan(ind),-nan(ind)
6.425,-nan(ind),-nan(ind)
6.475,-nan(ind),-nan(ind)
6.525,-nan(ind),-nan(ind)
6.575,-nan(ind),-nan(ind)
6.625,-1,1.41422
6.675,-nan(ind),-nan(ind)
6.725,-nan(ind),-nan(ind)
6.775,-nan(ind),-nan(ind)
6.825,-nan(ind),-nan(ind)
6.875,1,1.41422
6.925,-nan(ind),-nan(ind)
6.975,-nan(ind),-nan(ind)
7.025,-nan(ind),-nan(ind)
7.075,-nan(ind),-nan(ind)
7.125,-nan(ind),-nan(ind)
7.175,-nan(ind),-nan(ind)
7.225,-nan(ind),-nan(ind)
7.275,-nan(ind),-nan(ind)
7.325,-nan(ind),-nan(ind)
7.375,-nan(ind),-nan(ind)
7.425,-nan(ind),-nan(ind)
7.475,-nan(ind),-nan(ind)
7.525,-nan(ind),-nan(ind)
7.575,-nan(ind),-nan(ind)
7.625,-nan(ind),-nan(ind)
7.675,-nan(ind),-nan(ind)
7.725,-nan(ind),-nan(ind)
7.775,-nan(ind),-nan(ind)
7.825,-nan(ind),-nan(ind)
7.875,-nan(ind),-nan(ind)
7.925,-nan(ind),-nan(ind)
7.975,-nan(ind),-nan(ind)
8.025,-nan(ind),-nan(ind)
8.075,-nan(ind),-nan(ind)
8.125,-nan(ind),-nan(ind)
8.175,-nan(ind),-nan(ind)
8.225,-nan(ind),-nan(ind)
8.275,-nan(ind),-nan(ind)
8.325,-nan(ind),-nan(ind)
8.375,-nan(ind),-nan(ind)
8.425,-nan(ind),-nan(ind)
8.475,-nan(ind),-nan(ind)
8.525,-nan(ind),-nan(ind)
8.575,-nan(ind),-nan(ind)
8.625,-nan(ind),-nan(ind)
8.675,-nan(ind),-nan(ind)
8.725,-nan(ind),-nan(ind)
8.775,-nan(ind),-nan(ind)
8.825,-nan(ind),-nan(ind)
8.875,-nan(ind),-nan(ind)
8.925,-nan(ind),-nan(ind)
8.975,-nan(ind),-nan(ind)
9.025,-nan(ind),-nan(ind)
9.075,-nan(ind),-nan(ind)
9.125,-nan(ind),-nan(ind)
9.175,-nan(ind),-nan(ind)
9.225,-nan(ind),-nan(ind)
9.275,-nan(ind),-nan(ind)
9.325,-nan(ind),-nan(ind)
9.375,-nan(ind),-nan(ind)
9.425,-nan(ind),-nan(ind)
9.475,-nan(ind),-nan(ind)
9.525,-nan(ind),-nan(ind)
9.575,-nan(ind),-nan(ind)
9.625,-nan(ind),-nan(ind)
9.675,-nan(ind),-nan(ind)
9.725,-nan(ind),-nan(ind)
9.775,-nan(ind),-nan(ind)
9.825,-nan(ind),-nan(ind)
9.875,-nan(ind),-nan(ind)
9.925,-nan(ind),-nan(ind)
9.975,-nan(ind),-nan(ind)
10.025,-nan(ind),-nan(ind)
10.075,-nan(ind),-nan(ind)
10.125,-nan(ind),-nan(ind)
10.175,-nan(ind),-nan(ind)
10.225,-nan(ind),-nan(ind)
10.275,-nan(ind),-nan(ind)
10.325,-nan(ind),-nan(ind)
10.375,-nan(ind),-nan(ind)
10.425,-nan(ind),-nan(ind)
10.475,-nan(ind),-nan(ind)
10.525,-nan(ind),-nan(ind)
10.575,-nan(ind),-nan(ind)
10.625,1,1.41423
10.675,-nan(ind),-nan(ind)
10.725,-nan(ind),-nan(ind)
10.775,-nan(ind),-nan(ind)
10.825,-nan(ind),-nan(ind)
10.875,-nan(ind),-nan(ind)
10.925,-nan(ind),-nan(ind)
10.975,-nan(ind),-nan(ind)
11.025,-nan(ind),-nan(ind)
11.075,-nan(ind),-nan(ind)
11.125,-nan(ind),-nan(ind)
11.175,-nan(ind),-nan(ind)
11.225,-nan(ind),-nan(ind)
11.275,-nan(ind),-nan(ind)
11.325,-nan(ind),-nan(ind)
11.375,-nan(ind),-nan(ind)
11.425,-nan(ind),-nan(ind)
11.475,-nan(ind),-nan(ind)
11.525,-nan(ind),-nan(ind)
11.575,-nan(ind),-nan(ind)
11.625,-nan(ind),-nan(ind)
11.675,-nan(ind),-nan(ind)
11.725,-nan(ind),-nan(ind)
11.775,-nan(ind),-nan(ind)
11.825,-nan(ind),-nan(ind)
11.875,-nan(ind),-nan(ind)
11.925,-nan(ind),-nan(ind)
11.975,-nan(ind),-nan(ind)
12.025,-nan(ind),-nan(ind)
12.075,-nan(ind),-nan(ind)
12.125,-nan(ind),-nan(ind)
12.175,-nan(ind),-nan(ind)
12.225,-nan(ind),-nan(ind)
12.275,-nan(ind),-nan(ind)
12.325,-nan(ind),-nan(ind)
12.375,-nan(ind),-nan(ind)
12.425,-nan(ind),-nan(ind)
12.475,1,1.41424
12.525,1,1.41424
12.575,-nan(ind),-nan(ind)
12.625,-nan(ind),-nan(ind)
12.675,-nan(ind),-nan(ind)
12.725,-nan(ind),-nan(ind)
12.775,-nan(ind),-nan(ind)
12.825,-nan(ind),-nan(ind)
12.875,-nan(ind),-nan(ind)
12.925,-nan(ind),-nan(ind)
12.975,-nan(ind),-nan(ind)
13.025,-nan(ind),-nan(ind)
13.075,-nan(ind),-nan(ind)
13.125,-nan(ind),-nan(ind)
13.175,-nan(ind),-nan(ind)
13.225,-nan(ind),-nan(ind)
13.275,-nan(ind),-nan(ind)
40973
2.525,-nan(ind),-nan(ind)
2.575,-nan(ind),-nan(ind)
2.625,-nan(ind),-nan(ind)
2.675,-nan(ind),-nan(ind)
2.725,-nan(ind),-nan(ind)
2.775,-nan(ind),-nan(ind)
2.825,-nan(ind),-nan(ind)
2.875,-nan(ind),-nan(ind)
2.925,-nan(ind),-nan(ind)
2.975,-nan(ind),-nan(ind)
3.025,-nan(ind),-nan(ind)
3.075,-nan(ind),-nan(ind)
3.125,-nan(ind),-nan(ind)
3.175,-1,1.41421
3.225,-nan(ind),-nan(ind)
3.275,1,1.41421
3.325,1,1.41421
3.375,1,1.41421
3.425,-nan(ind),-nan(ind)
3.475,-nan(ind),-nan(ind)
3.525,-nan(ind),-nan(ind)
3.575,-nan(ind),-nan(ind)
3.625,-nan(ind),-nan(ind)
3.675,-nan(ind),-nan(ind)
3.725,-1,1
3.775,-nan(ind),-nan(ind)
3.825,-nan(ind),-nan(ind)
3.875,-nan(ind),-nan(ind)
3.925,-nan(ind),-nan(ind)
3.975,-1,1.41421
4.025,-nan(ind),-nan(ind)
4.075,-nan(ind),-nan(ind)
4.125,-nan(ind),-nan(ind)
4.175,-nan(ind),-nan(ind)
4.225,1,1
4.275,-nan(ind),-nan(ind)
4.325,-nan(ind),-nan(ind)
4.375,-nan(ind),-nan(ind)
4.425,-1,1.41421
4.475,-nan(ind),-nan(ind)
4.525,-nan(ind),-nan(ind)
4.575,-nan(ind),-nan(ind)
4.625,-nan(ind),-nan(ind)
4.675,-nan(ind),-nan(ind)
4.725,-nan(ind),-nan(ind)
4.775,-nan(ind),-nan(ind)
4.825,-nan(ind),-nan(ind)
4.875,-nan(ind),-nan(ind)
4.925,-nan(ind),-nan(ind)
4.975,1,1.41421
5.025,-nan(ind),-nan(ind)
5.075,-nan(ind),-nan(ind)
5.125,-nan(ind),-nan(ind)
5.175,-nan(ind),-nan(ind)
5.225,-nan(ind),-nan(ind)
5.275,-nan(ind),-nan(ind)
5.325,-nan(ind),-nan(ind)
5.375,-nan(ind),-nan(ind)
5.425,-nan(ind),-nan(ind)
5.475,-nan(ind),-nan(ind)
5.525,-nan(ind),-nan(ind)
5.575,-nan(ind),-nan(ind)
5.625,-nan(ind),-nan(ind)
5.675,-nan(ind),-nan(ind)
5.725,-nan(ind),-nan(ind)
5.775,1,1.41422
5.825,-nan(ind),-nan(ind)
5.875,-1,1
5.925,-nan(ind),-nan(ind)
5.975,-nan(ind),-nan(ind)
6.025,-nan(ind),-nan(ind)
6.075,-nan(ind),-nan(ind)
6.125,-nan(ind),-nan(ind)
6.175,-nan(ind),-nan(ind)
6.225,-nan(ind),-nan(ind)
6.275,-nan(ind),-nan(ind)
6.325,-nan(ind),-nan(ind)
6.375,-nan(ind),-nan(ind)
6.425,-nan(ind),-nan(ind)
6.475,-nan(ind),-nan(ind)
6.525,-nan(ind),-nan(ind)
6.575,-nan(ind),-nan(ind)
6.625,-nan(ind),-nan(ind)
6.675,-nan(ind),-nan(ind)
6.725,1,1
6.775,-nan(ind),-nan(ind)
6.825,-nan(ind),-nan(ind)
6.875,-nan(ind),-nan(ind)
6.925,-nan(ind),-nan(ind)
6.975,-nan(ind),-nan(ind)
7.025,-nan(ind),-nan(ind)
7.075,-nan(ind),-nan(ind)
7.125,-nan(ind),-nan(ind)
7.175,-nan(ind),-nan(ind)
7.225,-nan(ind),-nan(ind)
7.275,-nan(ind),-nan(ind)
7.325,-nan(ind),-nan(ind)
7.375,-nan(ind),-nan(ind)
7.425,-nan(ind),-nan(ind)
7.475,-1,1.41422
7.525,1,1.41422
7.575,-nan(ind),-nan(ind)
7.625,-nan(ind),-nan(ind)
7.675,-nan(ind),-nan(ind)
7.725,-nan(ind),-nan(ind)
7.775,-1,1.41422
7.825,-nan(ind),-nan(ind)
7.875,-nan(ind),-nan(ind)
7.925,-nan(ind),-nan(ind)
7.975,-nan(ind),-nan(ind)
8.025,-nan(ind),-nan(ind)
8.075,-nan(ind),-nan(ind)
8.125,-nan(ind),-nan(ind)
8.175,-nan(ind),-nan(ind)
8.225,-nan(ind),-nan(ind)
8.275,-nan(ind),-nan(ind)
8.325,-1,1.41422
8.375,-nan(ind),-nan(ind)
8.425,-nan(ind),-nan(ind)
8.475,-nan(ind),-nan(ind)
8.525,-nan(ind),-nan(ind)
8.575,-nan(ind),-nan(ind)
8.625,-nan(ind),-nan(ind)
8.675,-nan(ind),-nan(ind)
8.725,-nan(ind),-nan(ind)
8.775,-nan(ind),-nan(ind)
8.825,-nan(ind),-nan(ind)
8.875,-nan(ind),-nan(ind)
8.925,-nan(ind),-nan(ind)
8.975,-nan(ind),-nan(ind)
9.025,-nan(ind),-nan(ind)
9.075,-nan(ind),-nan(ind)
9.125,-nan(ind),-nan(ind)
9.175,-nan(ind),-nan(ind)
9.225,-nan(ind),-nan(ind)
9.275,-nan(ind),-nan(ind)
9.325,-nan(ind),-nan(ind)
9.375,-nan(ind),-nan(ind)
9.425,-nan(ind),-nan(ind)
9.475,-nan(ind),-nan(ind)
9.525,-1,1.41422
9.575,-nan(ind),-nan(ind)
9.625,-nan(ind),-nan(ind)
9.675,-nan(ind),-nan(ind)
9.725,-nan(ind),-nan(ind)
9.775,-nan(ind),-nan(ind)
9.825,-nan(ind),-nan(ind)
9.875,-nan(ind),-nan(ind)
9.925,-1,1.41422
9.975,-nan(ind),-nan(ind)
10.025,-nan(ind),-nan(ind)
10.075,-nan(ind),-nan(ind)
10.125,-nan(ind),-nan(ind)
10.175,1,1.41423
10.225,-nan(ind),-nan(ind)
10.275,-nan(ind),-nan(ind)
10.325,-nan(ind),-nan(ind)
10.375,-nan(ind),-nan(ind)
10.425,-nan(ind),-nan(ind)
10.475,-nan(ind),-nan(ind)
10.525,-nan(ind),-nan(ind)
10.575,-nan(ind),-nan(ind)
10.625,-nan(ind),-nan(ind)
10.675,-nan(ind),-nan(ind)
10.725,-nan(ind),-nan(ind)
10.775,-nan(ind),-nan(ind)
10.825,-nan(ind),-nan(ind)
10.875,-nan(ind),-nan(ind)
10.925,-nan(ind),-nan(ind)
10.975,-nan(ind),-nan(ind)
11.025,-nan(ind),-nan(ind)
11.075,-nan(ind),-nan(ind)
11.125,-nan(ind),-nan(ind)
11.175,-nan(ind),-nan(ind)
11.225,-nan(ind),-nan(ind)
11.275,-nan(ind),-nan(ind)
11.325,-nan(ind),-nan(ind)
11.375,-nan(ind),-nan(ind)
11.425,-nan(ind),-nan(ind)
11.475,-nan(ind),-nan(ind)
11.525,-nan(ind),-nan(ind)
11.575,-nan(ind),-nan(ind)
11.625,-nan(ind),-nan(ind)
11.675,-nan(ind),-nan(ind)
11.725,-nan(ind),-nan(ind)
11.775,-nan(ind),-nan(ind)
11.825,-nan(ind),-nan(ind)
11.875,-nan(ind),-nan(ind)
11.925,-nan(ind),-nan(ind)
11.975,-nan(ind),-nan(ind)
12.025,-nan(ind),-nan(ind)
12.075,-nan(ind),-nan(ind)
12.125,-nan(ind),-nan(ind)
12.175,-nan(ind),-nan(ind)
12.225,-nan(ind),-nan(ind)
12.275,-nan(ind),-nan(ind)
12.325,-nan(ind),-nan(ind)
12.375,-nan(ind),-nan(ind)
12.425,-nan(ind),-nan(ind)
12.475,-nan(ind),-nan(ind)
12.525,-nan(ind),-nan(ind)
12.575,-nan(ind),-nan(ind)
12.625,-nan(ind),-nan(ind)
12.675,-nan(ind),-nan(ind)
12.725,-nan(ind),-nan(ind)
12.775,-nan(ind),-nan(ind)
12.825,-nan(ind),-nan(ind)
12.875,-nan(ind),-nan(ind)
12.925,-nan(ind),-nan(ind)
12.975,1,1.41424
13.025,-nan(ind),-nan(ind)
13.075,-nan(ind),-nan(ind)
13.125,-nan(ind),-nan(ind)
13.175,-nan(ind),-nan(ind)
13.225,-nan(ind),-nan(ind)
13.275,-nan(ind),-nan(ind)
40974
2.525,-nan(ind),-nan(ind)
2.575,-nan(ind),-nan(ind)
2.625,-nan(ind),-nan(ind)
2.675,-nan(ind),-nan(ind)
2.725,1,1.41421
2.775,-nan(ind),-nan(ind)
2.825,-nan(ind),-nan(ind)
2.875,-nan(ind),-nan(ind)
2.925,-nan(ind),-nan(ind)
2.975,-nan(ind),-nan(ind)
3.025,1,1.41421
3.075,-nan(ind),-nan(ind)
3.125,-nan(ind),-nan(ind)
3.175,1,1
3.225,-nan(ind),-nan(ind)
3.275,-nan(ind),-nan(ind)
3.325,-nan(ind),-nan(ind)
3.375,0.0041609,0.707119
3.425,-1,1.41421
3.475,-nan(ind),-nan(ind)
3.525,1,1.41421
3.575,-nan(ind),-nan(ind)
3.625,-nan(ind),-nan(ind)
3.675,-1,1.41421
3.725,-nan(ind),-nan(ind)
3.775,-nan(ind),-nan(ind)
3.825,-nan(ind),-nan(ind)
3.875,-nan(ind),-nan(ind)
3.925,-1,1.41421
3.975,-nan(ind),-nan(ind)
4.025,-nan(ind),-nan(ind)
4.075,-1,1.41421
4.125,-nan(ind),-nan(ind)
4.175,-1,1.41421
4.225,-nan(ind),-nan(ind)
4.275,-nan(ind),-nan(ind)
4.325,-1,1.41421
4.375,-1,1
4.425,-1,1.41421
4.475,-1,1.41421
4.525,-nan(ind),-nan(ind)
4.575,-1,1.41421
4.625,-nan(ind),-nan(ind)
4.675,-nan(ind),-nan(ind)
4.725,-nan(ind),-nan(ind)
4.775,-nan(ind),-nan(ind)
4.825,-nan(ind),-nan(ind)
4.875,-nan(ind),-nan(ind)
4.925,-nan(ind),-nan(ind)
4.975,-nan(ind),-nan(ind)
5.025,-nan(ind),-nan(ind)
5.075,-nan(ind),-nan(ind)
5.125,1,1
5.175,1,1.41421
5.225,-nan(ind),-nan(ind)
5.275,-nan(ind),-nan(ind)
5.325,-nan(ind),-nan(ind)
5.375,-nan(ind),-nan(ind)
5.425,1,1.41422
5.475,-nan(ind),-nan(ind)
5.525,-nan(ind),-nan(ind)
5.575,-nan(ind),-nan(ind)
5.625,-1,1.41422
5.675,-nan(ind),-nan(ind)
5.725,-nan(ind),-nan(ind)
5.775,-nan(ind),-nan(ind)
5.825,-nan(ind),-nan(ind)
5.875,-nan(ind),-nan(ind)
5.925,-1,1.41422
5.975,-nan(ind),-nan(ind)
6.025,-1,1.41422
6.075,-nan(ind),-nan(ind)
6.125,-nan(ind),-nan(ind)
6.175,1,1.41422
6.225,-nan(ind),-nan(ind)
6.275,-nan(ind),-nan(ind)
6.325,-nan(ind),-nan(ind)
6.375,-nan(ind),-nan(ind)
6.425,-nan(ind),-nan(ind)
6.475,-nan(ind),-nan(ind)
6.525,-nan(ind),-nan(ind)
6.575,-nan(ind),-nan(ind)
6.625,-nan(ind),-nan(ind)
6.675,-nan(ind),-nan(ind)
6.725,-nan(ind),-nan(ind)
6.775,-nan(ind),-nan(ind)
6.825,-nan(ind),-nan(ind)
6.875,-nan(ind),-nan(ind)
6.925,-nan(ind),-nan(ind)
6.975,-nan(ind),-nan(ind)
7.025,-nan(ind),-nan(ind)
7.075,-nan(ind),-nan(ind)
7.125,-nan(ind),-nan(ind)
7.175,-nan(ind),-nan(ind)
7.225,-nan(ind),-nan(ind)
7.275,-nan(ind),-nan(ind)
7.325,-nan(ind),-nan(ind)
7.375,-nan(ind),-nan(ind)
7.425,-nan(ind),-nan(ind)
7.475,-nan(ind),-nan(ind)
7.525,1,1.41422
7.575,-nan(ind),-nan(ind)
7.625,-nan(ind),-nan(ind)
7.675,-nan(ind),-nan(ind)
7.725,-nan(ind),-nan(ind)
7.775,-nan(ind),-nan(ind)
7.825,-nan(ind),-nan(ind)
7.875,-nan(ind),-nan(ind)
7.925,-nan(ind),-nan(ind)
7.975,-nan(ind),-nan(ind)
8.025,-nan(ind),-nan(ind)
8.075,-nan(ind),-nan(ind)
8.125,-nan(ind),-nan(ind)
8.175,-nan(ind),-nan(ind)
8.225,-nan(ind),-nan(ind)
8.275,-nan(ind),-nan(ind)
8.325,-nan(ind),-nan(ind)
8.375,-nan(ind),-nan(ind)
8.425,-nan(ind),-nan(ind)
8.475,-nan(ind),-nan(ind)
8.525,-nan(ind),-nan(ind)
8.575,-nan(ind),-nan(ind)
8.625,-nan(ind),-nan(ind)
